word,examples,word_audio,word_search,word_translation,example_translation
"der Buchstabe, -n","['Gibt es diesen Buchstaben auch in deiner Muttersprache?', 'Ihr Name beginnt mit K. – Buchstabe K ist in Zimmer', 'Bitte warten Sie dort.']",der Buchstabe,Buchstabe,['Писмо'],"['Съществува ли това писмо и на родния ви език?', 'Името ви започва с К. - Буквата К е в Zimmer', 'Моля, изчакайте там.']"
"die Büchse, -n (D, CH) → A: Dose",['Ich habe noch eine Büchse Bohnen.'],die Büchse,Büchse,['Кутия'],['Все още имам кутия боб.']
"das Buffet, -s",['Das Buffet ist eröffnet!'],das Buffet,Buffet,['Бюфет'],['Бюфетът е отворен!']
"die Bühne, -n",['Er steht gern auf der Bühne.'],die Bühne,Bühne,['Етап'],['Обича да е на сцената.']
bunt,['Das bunte Kleid gefällt mir gut.'],bunt,bunt,['пъстър'],['Харесва ми пъстрата рокля.']
"die Burg, -en",['Von der Burg hat man eine schöne Aussicht.'],die Burg,Burg,['Замък'],['От замъка се разкрива красива гледка.']
"der Bürger, die Bürgerin, -nen",['EU-Bürgerinnen und Bürger können überall in Europa arbeiten.'],"der Bürger, die Bürgerin",Bürger,['Граждани'],['Гражданите на ЕС могат да работят навсякъде в Европа.']
"das Büro, -s","['Unser Büro bleibt samstags geschlossen.', 'Ich möchte in einem Büro arbeiten.']",das Büro,Büro,['Офис'],"['Офисът ни е затворен в събота.', 'Бих искал да работя в офис.']"
"die Bürste, -n","['Hast du eine Bürste? Meine Schuhe sind so schmutzig.', 'Ich brauche eine Bürste für meine Haare.']",die Bürste,Bürste,['Четка'],"['Имате ли четка? Обувките ми са толкова мръсни.', 'Имам нужда от четка за коса.']"
"die Zahnbürste, -n",['Ich brauche eine neue Zahnbürste.'],die Zahnbürste,Zahnbürste,['Четка за зъби'],['Имам нужда от нова четка за зъби.']
"der Bus, -se",['Ich fahre meistens mit dem Bus zur Arbeit.'],der Bus,Bus,['Автобус'],['Обикновено ходя на работа с автобус.']
die Butter,['Ich möchte nur Butter aufs Brot.'],die Butter,Butter,['Масло'],['Искам само масло върху хляба си.']
"das Café, -s",['Hier in der Nähe ist ein Café. Lass uns einen Kaffee trinken.'],das Café,Café,['Кафене'],['Наблизо има кафене. Да изпием по едно кафе.']
"die Cafeteria, -s",['Ich hole mir schnell etwas aus der Cafeteria.'],die Cafeteria,Cafeteria,['Кафетерия'],['Бързо взех нещо от кафенето.']
"die Chance, -n","['Mein Mann hat gute Chancen, die Stelle zu bekommen.']",die Chance,Chance,['Възможност'],['Съпругът ми има добри шансове да получи работата.']
"der Chef, -s die Chefin, -nen","['Das kann ich nicht allein entscheiden, da muss ich erst die Chefin fragen.']","der Chef, die Chefin",Chef,['Началник'],"['Не мога да реша това сам, първо трябва да попитам шефа.']"
schick/chic,['Ich finde dein Kleid sehr chick.'],schick,schick,['шик'],"['Мисля, че роклята ви е много елегантна.']"
"der Coiffeur, -e die Coiffeuse, -n (CH) → D, A: Friseur","['Du siehst toll aus! Wer ist dein Coiffeur?', 'Meine Tochter will Coiffeuse werden.']","der Coiffeur, die Coiffeuse",Coiffeur,['Фризьорски салон'],"['Изглеждаш страхотно! Кой е вашият фризьор?', 'Дъщеря ми иска да стане фризьорка.']"
"die Couch, -s",['Wir haben uns eine Couch und neue Sessel gekauft.'],die Couch,Couch,['Диван'],['Купихме диван и нови фотьойли.']
"die Creme, -n/-s","['Ich hätte gern eine Creme für die Hände.', 'Für die Creme habe ich Butter und Schokolade genommen.']",die Creme,Creme,['Крем'],"['Бих искала крем за ръце.', 'Използвах масло и шоколад за крема.']"
"der Cousin, -s die Cousine, -n",['Meine Cousine wohnt jetzt in Brasilien.'],"der Cousin, die Cousine",Cousin,['Братовчед'],['Братовчед ми сега живее в Бразилия.']
"das Couvert, -s (CH) → Briefumschlag; A: Kuvert",['Ich hätte gern 50 Couverts und Briefmarken dazu.'],das Couvert,Couvert,['Плик'],['Искам 50 плика и марки.']
da,"['Da drüben ist ein Getränkeautomat.', 'Was Sie da sagen, ist richtig.', 'Ich wollte gerade einparken. Da kam ein Wagen rückwärts aus der Einfahrt.', 'Wir haben schon geschlossen. – Da kann man nichts machen.', 'Da Sie keinen Mitgliedsausweis haben, ist es etwas teurer.', 'Wir haben gerade über dich gesprochen. Da bist du ja.', 'Welche Bluse nehmen Sie? – Die da.', 'Ist Herr Klein schon da?']",da,da,['там'],"['Там има машина за напитки.', 'Това, което казвате, е правилно.', 'Тъкмо се канех да паркирам. От алеята излезе кола на заден ход.', 'Вече сме затворени. - Нищо не можете да направите.', 'Тъй като не разполагате с членска карта, тя е малко по-скъпа.', 'Току-що говорихме за теб. Ето ви.', 'Коя блуза избирате? - Този.', 'Пристигна ли вече г-н Клайн?']"
dabei,"['Was hast du dir dabei gedacht?', 'Schön, dass du da bist. Ist deine Familie auch dabei?', 'Hast du einen Stift dabei?']",dabei,dabei,['по този начин'],"['Какво си мислехте?', 'Хубаво е да сте тук. Семейството ви също ли е там?', 'Имате ли писалка със себе си?']"
"das Dach, ¨-er","['Wir müssen das Dach reparieren lassen.', 'Wir wohnen direkt unter dem Dach.']",das Dach,Dach,['Покрив'],"['Трябва да ремонтираме покрива.', 'Живеем директно под покрива.']"
dafür,"['Meine Schwester interessiert sich für Politik. Ich interessiere mich nicht dafür.', 'Ich bin dafür, dass wir möglichst früh losfahren.']",dafür,dafür,['в полза на'],"['Сестра ми се интересува от политика. Това не ме интересува.', 'Подкрепям идеята да се тръгне възможно най-рано.']"
dagegen,"['Vorsicht, da ist ein Baum! Fahr nicht dagegen!', 'Sind Sie für oder gegen ein Rauchverbot? - Ich bin dagegen.', 'Ich habe nichts dagegen, dass wir schon nach Hause gehen.']",dagegen,dagegen,['от друга страна'],"['Внимавайте, там има дърво! Не карайте срещу него!', 'Подкрепяте или сте против забраната за пушене? - Аз съм против.', 'Нямам нищо против да се приберем вече у дома.']"
daher,"['Ich bin erkältet, daher kann ich heute nicht kommen.']",daher,daher,['следователно'],"['Имам настинка, така че не мога да дойда днес.']"
dahin,['Der Zug kommt in 30 Minuten. Bis dahin können wir einen Kaffee trinken.'],dahin,dahin,['там'],['Влакът пристига след 30 минути. Дотогава можем да пием кафе.']
damals,['Mit 15 wollte ich gerne Klavier spielen lernen. Aber damals hatte ich kein Geld dafür.'],damals,damals,['след това'],"['Когато бях на 15 години, исках да се науча да свиря на пиано. Но тогава нямах пари за това.']"
"die Dame, -n","['Sie ist eine nette alte Dame.', 'Meine Damen und Herren!', 'Sehr geehrte Damen und Herren.']",die Dame,Dame,['Шашки'],"['Тя е приятна стара дама.', 'Дами и господа!', 'Дами и господа.']"
damit,"['Mach schnell, damit wir nicht zu spät kommen.', 'Was macht man mit diesem Ding? Damit kann man Dosen aufmachen.']",damit,damit,['така че'],"['Побързайте, за да не закъснеем.', 'Какво правиш с това нещо? Можете да го използвате за отваряне на консерви.']"
danach,"['Zuerst gehen wir einkaufen, danach grillen wir auf unserem Balkon.']",danach,danach,['след това'],"['Първо пазаруваме, а после правим барбекю на балкона.']"
daneben,"['Du weißt doch, wo die Post ist. Gleich daneben ist die Bank.']",daneben,daneben,['до него'],['Знаете къде е пощата. Точно до него е банката.']
"danken, dankt, dankte, hat gedankt",['Ich danke dir für die Einladung.'],danken,danken,['благодаря'],['Благодарим ви за поканата.']
der Dank,"['Vielen Dank für Ihre Mühe.', 'Hier ist Ihr Kaffee. – Vielen Dank!', 'Herzlichen Dank!', 'Gott sei Dank hat es nicht geregnet.']",der Dank,Dank,['Благодарение на'],"['Благодаря ви много за усилията.', 'Тук е вашето кафе. - Много ви благодаря!', 'Много ви благодаря!', 'Слава богу, че не валеше.']"
dankbar,['Ich bin Ihnen sehr dankbar für Ihre Hilfe.'],dankbar,dankbar,['благодарност'],['Много съм ви благодарен за помощта.']
danke,"['Soll ich Ihnen helfen? Nein, danke, nicht nötig.', 'Guten Appetit! – Danke gleichfalls.']",danke,danke,['благодаря ви'],"['Да ви помогна ли? Не, благодаря, не е необходимо.', 'Наслаждавайте се на храната си! - Благодаря и на вас.']"
dann,"['Ich muss noch schnell zur Post, dann komme ich.', 'Wir waren pünktlich am Bahnhof. Aber dann hatte der Zug Verspätung.', 'Ich habe im Moment sehr viel zu tun. – Dann will ich nicht länger stören.', 'Wenn es nicht regnet, dann kommen wir.']",dann,dann,['след това'],"['Трябва да отида набързо до пощата, след което ще бъда там.', 'Бяхме на гарата навреме. Но после влакът закъсня.', 'В момента имам много работа. - Тогава няма да ви прекъсвам повече.', 'Ако не вали, ще дойдем.']"
